open,high,low,close,volume,timestamp
22521.85,22676.75,22429.05,22460.3,293855491.0,1741545000.0
22345.95,22522.1,22314.7,22497.9,347924102.0,1741631400.0
22536.35,22577.4,22329.55,22470.5,369736725.0,1741717800.0
22541.5,22558.05,22377.35,22397.2,287535243.0,1741804200.0
