security_id,timestamp,open,high,low,close,volume
22,21-03-25 09:15,1889.6,1898.55,1882.0,1886.95,6352.0
22,21-03-25 09:20,1886.9,1887.1,1883.7,1885.05,4668.0
22,21-03-25 09:25,1885.75,1899.9,1884.8,1899.8,5219.0
22,21-03-25 09:30,1899.85,1899.95,1894.1,1897.45,5483.0
22,21-03-25 09:35,1895.75,1897.3,1893.05,1897.0,3110.0
22,21-03-25 09:40,1896.5,1902.6,1895.55,1900.0,6047.0
22,21-03-25 09:45,1899.05,1899.95,1891.95,1893.9,3680.0
22,21-03-25 09:50,1893.75,1893.75,1890.1,1890.25,2969.0
22,21-03-25 09:55,1890.6,1893.0,1890.15,1893.0,1906.0
22,21-03-25 10:00,1892.5,1893.95,1890.1,1890.4,2968.0
22,21-03-25 10:05,1890.55,1893.9,1890.55,1893.0,1534.0
22,21-03-25 10:10,1893.0,1893.9,1891.35,1892.1,1477.0
22,21-03-25 10:15,1892.1,1892.95,1890.35,1891.35,1274.0
22,21-03-25 10:20,1891.45,1893.75,1891.05,1893.1,1275.0
22,21-03-25 10:25,1894.1,1897.35,1892.9,1895.75,1697.0
22,21-03-25 10:30,1895.75,1900.35,1895.0,1900.0,2971.0
22,21-03-25 10:35,1900.0,1902.7,1898.0,1902.7,2792.0
22,21-03-25 10:40,1902.0,1902.7,1899.5,1900.5,12859.0
22,21-03-25 10:45,1901.25,1904.55,1900.0,1902.7,4523.0
22,21-03-25 10:50,1902.6,1903.65,1900.2,1902.65,5460.0
22,21-03-25 10:55,1901.75,1903.55,1901.3,1902.55,1525.0
22,21-03-25 11:00,1902.75,1903.45,1901.65,1902.05,1093.0
22,21-03-25 11:05,1902.0,1907.35,1901.75,1901.75,6477.0
22,21-03-25 11:10,1901.7,1902.0,1895.05,1897.05,4424.0
22,21-03-25 11:15,1896.9,1899.0,1893.85,1897.45,13172.0
22,21-03-25 11:20,1898.9,1902.4,1898.2,1900.6,4017.0
22,21-03-25 11:25,1900.55,1904.3,1900.1,1901.3,4008.0
22,21-03-25 11:30,1901.2,1905.1,1900.5,1902.15,3165.0
22,21-03-25 11:35,1901.05,1901.05,1896.2,1897.15,15764.0
22,21-03-25 11:40,1897.2,1897.75,1893.7,1894.05,4342.0
22,21-03-25 11:45,1894.1,1895.65,1893.0,1893.45,2072.0
22,21-03-25 11:50,1893.0,1898.75,1893.0,1898.75,6425.0
22,21-03-25 11:55,1898.0,1899.95,1896.4,1897.5,8190.0
22,21-03-25 12:00,1896.65,1902.2,1896.65,1901.95,2157.0
22,21-03-25 12:05,1901.0,1901.5,1898.65,1898.65,1806.0
22,21-03-25 12:10,1898.6,1902.0,1898.6,1901.75,1475.0
22,21-03-25 12:15,1901.55,1902.35,1900.55,1900.9,290.0
22,21-03-25 12:20,1900.8,1905.0,1900.8,1903.7,1434.0
22,21-03-25 12:25,1903.7,1904.9,1902.4,1903.35,1296.0
22,21-03-25 12:30,1903.25,1907.1,1903.2,1907.1,3219.0
22,21-03-25 12:35,1907.2,1915.2,1907.2,1915.0,23725.0
22,21-03-25 12:40,1915.0,1918.0,1910.3,1912.1,15085.0
22,21-03-25 12:45,1912.0,1912.35,1910.3,1910.55,1691.0
22,21-03-25 12:50,1910.8,1914.6,1910.0,1913.5,3423.0
22,21-03-25 12:55,1914.55,1914.6,1912.45,1913.1,910.0
22,21-03-25 13:00,1913.1,1913.95,1912.0,1912.1,1682.0
22,21-03-25 13:05,1912.1,1913.1,1912.05,1912.5,1428.0
22,21-03-25 13:10,1912.5,1914.5,1911.45,1911.45,3871.0
22,21-03-25 13:15,1911.05,1911.75,1904.35,1904.5,4290.0
22,21-03-25 13:20,1904.7,1909.2,1904.7,1908.45,1746.0
22,21-03-25 13:25,1908.45,1912.0,1908.45,1911.1,1588.0
22,21-03-25 13:30,1910.95,1911.8,1907.0,1907.55,3558.0
22,21-03-25 13:35,1908.0,1908.0,1903.0,1907.0,5179.0
22,21-03-25 13:40,1907.5,1910.7,1904.6,1907.45,3166.0
22,21-03-25 13:45,1907.45,1909.85,1903.95,1904.7,1498.0
22,21-03-25 13:50,1904.55,1906.85,1900.05,1900.45,2665.0
22,21-03-25 13:55,1901.4,1906.75,1900.85,1905.95,1575.0
22,21-03-25 14:00,1907.15,1908.6,1906.05,1907.6,550.0
22,21-03-25 14:05,1907.6,1916.35,1905.0,1916.35,10231.0
22,21-03-25 14:10,1915.25,1918.0,1915.0,1915.6,8367.0
22,21-03-25 14:15,1916.65,1918.0,1915.35,1917.2,6088.0
22,21-03-25 14:20,1918.0,1919.0,1916.6,1917.85,7071.0
22,21-03-25 14:25,1917.85,1921.0,1917.25,1918.45,10302.0
22,21-03-25 14:30,1919.1,1920.0,1917.05,1917.6,3766.0
22,21-03-25 14:35,1918.0,1918.0,1915.1,1916.0,3079.0
22,21-03-25 14:40,1916.0,1917.2,1914.75,1915.75,5032.0
22,21-03-25 14:45,1916.3,1916.8,1915.0,1915.1,1849.0
22,21-03-25 14:50,1915.1,1916.0,1914.55,1915.15,4820.0
22,21-03-25 14:55,1915.15,1916.65,1914.45,1915.55,16647.0
22,21-03-25 15:00,1915.9,1918.9,1914.65,1916.0,14877.0
22,21-03-25 15:05,1916.0,1916.65,1915.0,1915.9,12475.0
22,21-03-25 15:10,1917.0,1917.7,1915.2,1915.65,16156.0
22,21-03-25 15:15,1915.6,1915.95,1915.0,1915.75,16366.0
22,21-03-25 15:20,1915.85,1916.75,1915.0,1916.0,18012.0
22,21-03-25 15:25,1916.0,1916.75,1915.0,1916.65,14999.0
25,21-03-25 09:15,2343.8,2356.0,2338.0,2349.55,44333.0
25,21-03-25 09:20,2348.45,2351.35,2345.35,2346.95,15474.0
25,21-03-25 09:25,2346.6,2353.8,2345.7,2351.9,15766.0
25,21-03-25 09:30,2351.9,2355.0,2348.35,2354.65,8366.0
25,21-03-25 09:35,2355.0,2361.85,2353.3,2361.5,26448.0
25,21-03-25 09:40,2360.2,2362.0,2358.85,2359.15,13230.0
25,21-03-25 09:45,2357.8,2358.25,2348.25,2351.45,19091.0
25,21-03-25 09:50,2351.3,2352.05,2348.0,2351.3,8905.0
25,21-03-25 09:55,2351.25,2352.3,2349.0,2349.8,8079.0
25,21-03-25 10:00,2350.1,2351.0,2344.05,2347.5,14517.0
25,21-03-25 10:05,2346.35,2353.35,2346.35,2351.85,15206.0
25,21-03-25 10:10,2352.05,2352.05,2348.0,2349.25,5725.0
25,21-03-25 10:15,2349.0,2352.0,2347.6,2351.8,8067.0
25,21-03-25 10:20,2350.8,2354.0,2350.8,2353.0,4809.0
25,21-03-25 10:25,2353.0,2357.2,2350.95,2354.1,55901.0
25,21-03-25 10:30,2353.2,2367.9,2352.75,2365.85,32046.0
25,21-03-25 10:35,2366.0,2366.15,2360.5,2364.1,11407.0
25,21-03-25 10:40,2364.15,2366.75,2360.65,2363.05,10405.0
25,21-03-25 10:45,2363.05,2367.85,2361.5,2366.4,8357.0
25,21-03-25 10:50,2366.3,2375.0,2365.55,2371.45,26231.0
25,21-03-25 10:55,2371.0,2375.0,2369.1,2370.7,11385.0
25,21-03-25 11:00,2371.0,2382.6,2370.95,2381.2,31377.0
25,21-03-25 11:05,2380.3,2389.55,2380.3,2384.25,28618.0
25,21-03-25 11:10,2383.8,2384.9,2373.0,2376.9,30086.0
25,21-03-25 11:15,2376.9,2384.05,2374.2,2384.05,26193.0
25,21-03-25 11:20,2383.5,2385.0,2377.0,2377.0,12243.0
25,21-03-25 11:25,2377.4,2378.0,2374.0,2375.85,6661.0
25,21-03-25 11:30,2375.85,2377.45,2374.6,2376.6,7717.0
25,21-03-25 11:35,2376.15,2376.85,2373.1,2374.5,7734.0
25,21-03-25 11:40,2374.4,2374.5,2367.7,2372.0,15023.0
25,21-03-25 11:45,2370.0,2376.0,2370.0,2373.35,14185.0
25,21-03-25 11:50,2374.25,2375.0,2369.0,2375.0,11491.0
25,21-03-25 11:55,2374.5,2375.35,2373.0,2374.0,13545.0
25,21-03-25 12:00,2374.15,2377.7,2373.5,2373.5,14092.0
25,21-03-25 12:05,2374.0,2375.5,2373.0,2374.0,5396.0
25,21-03-25 12:10,2374.0,2380.95,2374.0,2379.85,14892.0
25,21-03-25 12:15,2379.9,2381.85,2376.2,2377.6,10819.0
25,21-03-25 12:20,2377.7,2384.0,2377.4,2380.95,18013.0
25,21-03-25 12:25,2380.85,2380.9,2373.3,2376.8,21029.0
25,21-03-25 12:30,2376.8,2380.0,2375.7,2379.3,11081.0
25,21-03-25 12:35,2379.45,2382.85,2377.1,2381.8,21223.0
25,21-03-25 12:40,2382.5,2382.5,2377.8,2378.2,3251.0
25,21-03-25 12:45,2378.2,2384.0,2378.2,2380.75,11905.0
25,21-03-25 12:50,2382.3,2382.3,2378.3,2380.0,6394.0
25,21-03-25 12:55,2380.9,2382.0,2380.0,2381.3,3119.0
25,21-03-25 13:00,2381.3,2383.0,2380.0,2381.0,6422.0
25,21-03-25 13:05,2381.0,2381.9,2380.0,2380.05,4537.0
25,21-03-25 13:10,2380.0,2381.4,2377.2,2380.0,10160.0
25,21-03-25 13:15,2379.95,2381.0,2372.35,2374.5,18393.0
25,21-03-25 13:20,2374.6,2376.5,2373.35,2374.45,3614.0
25,21-03-25 13:25,2374.2,2378.0,2373.3,2378.0,3662.0
25,21-03-25 13:30,2378.05,2378.05,2366.0,2367.75,18558.0
25,21-03-25 13:35,2367.6,2367.6,2361.05,2362.8,13852.0
25,21-03-25 13:40,2362.6,2365.7,2361.0,2362.9,16425.0
25,21-03-25 13:45,2363.25,2364.2,2354.9,2356.85,17310.0
25,21-03-25 13:50,2355.45,2357.5,2351.6,2352.0,9245.0
25,21-03-25 13:55,2352.8,2356.4,2351.55,2356.4,8869.0
25,21-03-25 14:00,2355.45,2359.9,2352.3,2354.4,8594.0
25,21-03-25 14:05,2354.85,2356.95,2353.3,2355.7,5420.0
25,21-03-25 14:10,2356.0,2357.9,2355.0,2356.95,2619.0
25,21-03-25 14:15,2358.0,2359.0,2356.05,2358.25,9846.0
25,21-03-25 14:20,2357.45,2359.0,2357.1,2358.45,4737.0
25,21-03-25 14:25,2358.45,2364.0,2357.7,2364.0,6631.0
25,21-03-25 14:30,2363.5,2366.85,2361.35,2362.4,10517.0
25,21-03-25 14:35,2362.4,2362.4,2360.35,2361.65,2458.0
25,21-03-25 14:40,2362.3,2362.3,2359.75,2360.0,4229.0
25,21-03-25 14:45,2360.0,2360.8,2358.35,2360.4,5357.0
25,21-03-25 14:50,2360.3,2362.95,2358.95,2360.25,4942.0
25,21-03-25 14:55,2361.5,2362.0,2358.5,2358.9,4433.0
25,21-03-25 15:00,2359.9,2363.0,2358.25,2362.45,30081.0
25,21-03-25 15:05,2362.45,2363.45,2361.45,2362.95,19603.0
25,21-03-25 15:10,2363.0,2363.75,2360.0,2362.4,32880.0
25,21-03-25 15:15,2362.95,2365.65,2361.6,2365.55,46662.0
25,21-03-25 15:20,2365.6,2366.0,2363.0,2364.25,29661.0
25,21-03-25 15:25,2364.2,2365.7,2362.05,2365.0,29512.0
