timestamp,security_id,close,VWAP,volume,Price_Volume_Divergence
21-03-25 13:45,22,1904.7,1901.8635445312445,1498.0,Neutral
21-03-25 13:50,22,1900.45,1901.8700533760898,2665.0,Neutral
21-03-25 13:55,22,1905.95,1901.8872999717275,1575.0,Neutral
21-03-25 14:00,22,1907.6,1901.8998540045548,550.0,Neutral
21-03-25 14:05,22,1916.35,1902.332101665109,10231.0,Bullish
21-03-25 14:10,22,1915.6,1902.7769390016217,8367.0,Bullish
21-03-25 14:15,22,1917.2,1903.0979088228794,6088.0,Bullish
21-03-25 14:20,22,1917.85,1903.4777466952796,7071.0,Bullish
21-03-25 14:25,22,1918.45,1904.0365853100907,10302.0,Bullish
21-03-25 14:30,22,1917.6,1904.2219645109408,3766.0,Neutral
21-03-25 14:35,22,1916.0,1904.3503988793827,3079.0,Neutral
21-03-25 14:40,22,1915.75,1904.546622110579,5032.0,Neutral
21-03-25 14:45,22,1915.1,1904.6154048809403,1849.0,Neutral
21-03-25 14:50,22,1915.15,1904.7843941995486,4820.0,Neutral
21-03-25 14:55,22,1915.55,1905.3453229086135,16647.0,Bullish
21-03-25 15:00,22,1916.0,1905.842359403941,14877.0,Bullish
21-03-25 15:05,22,1915.9,1906.2023008090937,12475.0,Bullish
21-03-25 15:10,22,1915.65,1906.6465193776025,16156.0,Bullish
21-03-25 15:15,22,1915.75,1907.0313330047193,16366.0,Bullish
21-03-25 15:20,22,1916.0,1907.4340745158534,18012.0,Bullish
21-03-25 15:25,22,1916.65,1907.7504806223358,14999.0,Bullish
21-03-25 09:15,25,2349.55,1950.470627743779,44333.0,Bullish
21-03-25 09:20,25,2346.95,1963.4941505414147,15474.0,Neutral
21-03-25 09:25,25,2351.9,1975.997370488399,15766.0,Neutral
21-03-25 09:30,25,2354.65,1982.3465181807744,8366.0,Neutral
21-03-25 09:35,25,2361.5,2001.3963196937846,26448.0,Bullish
21-03-25 09:40,25,2359.15,2010.247691973306,13230.0,Neutral
21-03-25 09:45,25,2351.45,2022.0238047884131,19091.0,Neutral
21-03-25 09:50,25,2351.3,2027.2093742852333,8905.0,Neutral
21-03-25 09:55,25,2349.8,2031.773098148142,8079.0,Neutral
21-03-25 10:00,25,2347.5,2039.5871447055958,14517.0,Neutral
21-03-25 10:05,25,2351.85,2047.4436051248736,15206.0,Bullish
21-03-25 10:10,25,2349.25,2050.292554672918,5725.0,Neutral
21-03-25 10:15,25,2351.8,2054.2261931256085,8067.0,Neutral
21-03-25 10:20,25,2353.0,2056.5390304288544,4809.0,Neutral
21-03-25 10:25,25,2354.1,2081.133217432921,55901.0,Bullish
21-03-25 10:30,25,2365.85,2093.847358019986,32046.0,Bullish
21-03-25 10:35,25,2364.1,2098.1222725327616,11407.0,Neutral
21-03-25 10:40,25,2363.05,2101.903763140439,10405.0,Neutral
21-03-25 10:45,25,2366.4,2104.8837804474033,8357.0,Neutral
21-03-25 10:50,25,2371.45,2114.0002191144326,26231.0,Bullish
21-03-25 10:55,25,2370.7,2117.7789333831533,11385.0,Neutral
21-03-25 11:00,25,2381.2,2127.8999610116903,31377.0,Bullish
21-03-25 11:05,25,2384.25,2136.6894404744107,28618.0,Bullish
21-03-25 11:10,25,2376.9,2145.0801125245466,30086.0,Bullish
21-03-25 11:15,25,2384.05,2151.997761832085,26193.0,Bullish
21-03-25 11:20,25,2377.0,2155.0789088451074,12243.0,Neutral
21-03-25 11:25,25,2375.85,2156.6933162004507,6661.0,Neutral
21-03-25 11:30,25,2376.6,2158.53664113236,7717.0,Neutral
21-03-25 11:35,25,2374.5,2160.341543720284,7734.0,Neutral
21-03-25 11:40,25,2372.0,2163.7082795346128,15023.0,Neutral
21-03-25 11:45,25,2373.35,2166.8155604046306,14185.0,Neutral
21-03-25 11:50,25,2375.0,2169.264519837898,11491.0,Neutral
21-03-25 11:55,25,2374.0,2172.0929743164224,13545.0,Neutral
21-03-25 12:00,25,2373.5,2174.965018298086,14092.0,Bullish
21-03-25 12:05,25,2374.0,2176.039382879673,5396.0,Neutral
21-03-25 12:10,25,2379.85,2179.0053264794337,14892.0,Bullish
21-03-25 12:15,25,2377.6,2181.109077809892,10819.0,Neutral
21-03-25 12:20,25,2380.95,2184.553514410347,18013.0,Bullish
21-03-25 12:25,25,2376.8,2188.352603769653,21029.0,Bullish
21-03-25 12:30,25,2379.3,2190.308496705611,11081.0,Neutral
21-03-25 12:35,25,2381.8,2193.9877916956707,21223.0,Bullish
21-03-25 12:40,25,2378.2,2194.5356666385055,3251.0,Neutral
21-03-25 12:45,25,2380.75,2196.5305003696703,11905.0,Neutral
21-03-25 12:50,25,2380.0,2197.57990156656,6394.0,Neutral
21-03-25 12:55,25,2381.3,2198.0899626216087,3119.0,Neutral
21-03-25 13:00,25,2381.0,2199.132624559315,6422.0,Neutral
21-03-25 13:05,25,2380.05,2199.8593822142375,4537.0,Neutral
21-03-25 13:10,25,2380.0,2201.456014650695,10160.0,Bullish
21-03-25 13:15,25,2374.5,2204.218679499838,18393.0,Bullish
21-03-25 13:20,25,2374.45,2204.747588521148,3614.0,Neutral
21-03-25 13:25,25,2378.0,2205.285407604473,3662.0,Neutral
21-03-25 13:30,25,2367.75,2207.868772197068,18558.0,Bullish
21-03-25 13:35,25,2362.8,2209.666810538685,13852.0,Bullish
21-03-25 13:40,25,2362.9,2211.737511646303,16425.0,Bullish
21-03-25 13:45,25,2356.85,2213.7964155635623,17310.0,Bullish
21-03-25 13:50,25,2352.0,2214.8358030877125,9245.0,Neutral
21-03-25 13:55,25,2356.4,2215.826172751046,8869.0,Neutral
21-03-25 14:00,25,2354.4,2216.777661221258,8594.0,Neutral
21-03-25 14:05,25,2355.7,2217.3701763675117,5420.0,Neutral
21-03-25 14:10,25,2356.95,2217.6573544284834,2619.0,Neutral
21-03-25 14:15,25,2358.25,2218.735317963581,9846.0,Neutral
21-03-25 14:20,25,2358.45,2219.2495846308757,4737.0,Neutral
21-03-25 14:25,25,2364.0,2219.982221022567,6631.0,Neutral
21-03-25 14:30,25,2362.4,2221.142096999553,10517.0,Bullish
21-03-25 14:35,25,2361.65,2221.4065870655772,2458.0,Neutral
21-03-25 14:40,25,2360.0,2221.8567854963576,4229.0,Neutral
21-03-25 14:45,25,2360.4,2222.4195056046465,5357.0,Neutral
21-03-25 14:50,25,2360.25,2222.937826030464,4942.0,Neutral
21-03-25 14:55,25,2358.9,2223.396396298343,4433.0,Neutral
21-03-25 15:00,25,2362.45,2226.46060966393,30081.0,Bullish
21-03-25 15:05,25,2362.95,2228.4049579633597,19603.0,Bullish
21-03-25 15:10,25,2362.4,2231.531177793857,32880.0,Bullish
21-03-25 15:15,25,2365.55,2235.796011872424,46662.0,Bullish
21-03-25 15:20,25,2364.25,2238.370362175374,29661.0,Bullish
21-03-25 15:25,25,2365.0,2240.8282467914837,29512.0,Bullish
