timestamp,security_id,close,VWAP,volume,Price_Volume_Divergence
21-03-25 09:15,22,1886.95,1889.1666666666665,6352.0,Neutral
21-03-25 09:20,22,1885.05,1887.5217120387174,4668.0,Neutral
21-03-25 09:25,22,1899.8,1889.8715704990043,5219.0,Neutral
21-03-25 09:30,22,1897.45,1891.712976091827,5483.0,Neutral
21-03-25 09:35,22,1897.0,1892.2227542418384,3110.0,Neutral
21-03-25 09:40,22,1900.0,1893.625002428835,6047.0,Neutral
21-03-25 09:45,22,1893.9,1893.799814327189,3680.0,Neutral
21-03-25 09:50,22,1890.25,1893.607317647268,2969.0,Neutral
21-03-25 09:55,22,1893.0,1893.5320463728424,1906.0,Neutral
21-03-25 10:00,22,1890.4,1893.3886432243762,2968.0,Neutral
21-03-25 10:05,22,1893.0,1893.3570348537266,1534.0,Neutral
21-03-25 10:10,22,1892.1,1893.3275347000495,1477.0,Neutral
21-03-25 10:15,22,1891.35,1893.2790291373046,1274.0,Neutral
21-03-25 10:20,22,1893.1,1893.2618642536456,1275.0,Neutral
21-03-25 10:25,22,1895.75,1893.3326526913554,1697.0,Neutral
21-03-25 10:30,22,1900.0,1893.6215304959153,2971.0,Bullish
21-03-25 10:35,22,1902.7,1893.999953387945,2792.0,Bullish
21-03-25 10:40,22,1900.5,1895.2994027132977,12859.0,Bullish
21-03-25 10:45,22,1902.7,1895.7415677710019,4523.0,Bullish
21-03-25 10:50,22,1902.65,1896.189807574364,5460.0,Bullish
21-03-25 10:55,22,1902.55,1896.3097766191665,1525.0,Neutral
21-03-25 11:00,22,1902.05,1896.3918517098984,1093.0,Neutral
21-03-25 11:05,22,1901.75,1896.9275163406176,6477.0,Bullish
21-03-25 11:10,22,1897.05,1896.9808174353277,4424.0,Bullish
21-03-25 11:15,22,1897.45,1896.9539412129009,13172.0,Bullish
21-03-25 11:20,22,1900.6,1897.080972176339,4017.0,Neutral
21-03-25 11:25,22,1901.3,1897.25192865994,4008.0,Neutral
21-03-25 11:30,22,1902.15,1897.3972116750615,3165.0,Neutral
21-03-25 11:35,22,1897.15,1897.4851830933953,15764.0,Bearish
21-03-25 11:40,22,1894.05,1897.411297409438,4342.0,Neutral
21-03-25 11:45,22,1893.45,1897.3606974255908,2072.0,Neutral
21-03-25 11:50,22,1898.75,1897.337289058686,6425.0,Bullish
21-03-25 11:55,22,1897.5,1897.3701004110599,8190.0,Bullish
21-03-25 12:00,22,1901.95,1897.4103847104464,2157.0,Neutral
21-03-25 12:05,22,1898.65,1897.4355881521897,1806.0,Neutral
21-03-25 12:10,22,1901.75,1897.466766639727,1475.0,Neutral
21-03-25 12:15,22,1900.9,1897.4737118643357,290.0,Neutral
21-03-25 12:20,22,1903.7,1897.524703102228,1434.0,Neutral
21-03-25 12:25,22,1903.35,1897.5730858674733,1296.0,Neutral
21-03-25 12:30,22,1907.1,1897.7339608581642,3219.0,Bullish
21-03-25 12:35,22,1915.0,1899.5898249619486,23725.0,Bullish
21-03-25 12:40,22,1912.1,1900.618863463193,15085.0,Bullish
21-03-25 12:45,22,1910.55,1900.7049963597838,1691.0,Neutral
21-03-25 12:50,22,1913.5,1900.9018846994252,3423.0,Neutral
21-03-25 12:55,22,1913.1,1900.9561132622584,910.0,Neutral
21-03-25 13:00,22,1912.1,1901.0495395433804,1682.0,Neutral
21-03-25 13:05,22,1912.5,1901.1268011861807,1428.0,Neutral
21-03-25 13:10,22,1911.45,1901.3296225107426,3871.0,Neutral
21-03-25 13:15,22,1904.5,1901.4372426603843,4290.0,Neutral
21-03-25 13:20,22,1908.45,1901.48443312686,1746.0,Neutral
21-03-25 13:25,22,1911.1,1901.548449778476,1588.0,Neutral
21-03-25 13:30,22,1907.55,1901.6615444997044,3558.0,Bullish
21-03-25 13:35,22,1907.0,1901.7580639572263,5179.0,Bullish
21-03-25 13:40,22,1907.45,1901.8362256682362,3166.0,Bullish
